# Summary stats for batch processing of regression models
# timestamp: 2022-04-14 09:57:28
# NJG
# ------------------------

"ID","file_name","slope","p_val","r2"
40,"ranFile040.csv",0.0457888963266726,0.705879153389228,0.00190991298309456
41,"ranFile041.csv",-0.071233013064612,0.707615345389167,0.00374383891179763
42,"ranFile042.csv",-0.114085779563596,0.526043752216401,0.0145101614738114
43,"ranFile043.csv",-0.171647321442339,0.308526783682316,0.0431542108895117
44,"ranFile044.csv",-0.213238145148677,0.129104133520097,0.0454602403423972
45,"ranFile045.csv",0.146689530452664,0.178565319953688,0.0209410711360492
46,"ranFile046.csv",-0.144193238303732,0.370061065087337,0.0223756819503077
47,"ranFile047.csv",0.0244001049746674,0.812431189506639,0.000674094865416054
48,"ranFile048.csv",0.00996652544515409,0.932913172990244,0.000103441572385801
49,"ranFile049.csv",0.0876122322328465,0.534140798573362,0.00827700831046009
50,"ranFile050.csv",-0.578041121837079,0.00100458348358776,0.334977529594266
51,"ranFile051.csv",-0.110608232717999,0.416562557569566,0.0100252732529652
52,"ranFile052.csv",0.0297840639427404,0.814500260513051,0.000700995940230685
53,"ranFile053.csv",0.191135622856781,0.302759010961918,0.0331467992563841
54,"ranFile054.csv",0.256935135393507,0.276892765316391,0.0392770413003012
55,"ranFile055.csv",-0.738899502253798,0.0536799175970291,0.297875022786976
56,"ranFile056.csv",-0.146487398000685,0.229998791397667,0.0231553200061547
57,"ranFile057.csv",-0.396015478954462,0.151085154271185,0.111042126304236
58,"ranFile058.csv",-0.172799907303638,0.192316762271208,0.0208932870726138
59,"ranFile059.csv",-0.11825500480213,0.535225128518589,0.0162228608104667
60,"ranFile060.csv",0.0595213867595224,0.73355892991117,0.00272241853361724
61,"ranFile061.csv",0.251193341846999,0.0540236592248129,0.0918961867453592
62,"ranFile062.csv",-0.139741746789424,0.54422188923927,0.0155240892173152
63,"ranFile063.csv",0.077749274156853,0.616563058227718,0.00818570161368928
64,"ranFile064.csv",0.0161663717201559,0.890831036898257,0.000252825531789864
65,"ranFile065.csv",-0.0361253711133208,0.799978329313136,0.00137958892460707
66,"ranFile066.csv",0.0140433808039009,0.904306382699394,0.000220634920890831
67,"ranFile067.csv",-0.132264502031427,0.320106269217708,0.0224662141715993
68,"ranFile068.csv",-0.0698037954730804,0.725410141386748,0.00417260539145175
69,"ranFile069.csv",-0.135585024286926,0.498417106762445,0.012825572627615
70,"ranFile070.csv",-0.00779884212598348,0.964472719730886,5.02213248752081e-05
71,"ranFile071.csv",0.221316176705035,0.231631213554281,0.0473350184244553
72,"ranFile072.csv",0.123803939071837,0.339042862801969,0.0152440447463428
73,"ranFile073.csv",-0.0264087509542865,0.820306377353787,0.0006831625278099
74,"ranFile074.csv",0.676833727194753,0.0127896538132437,0.390205887294983
75,"ranFile075.csv",0.316281877087261,0.0628003559019894,0.0838969598733726
76,"ranFile076.csv",0.0404485196133863,0.770650040259928,0.00164878575941781
77,"ranFile077.csv",-0.376820088978945,0.00220907645677552,0.16927033646082
78,"ranFile078.csv",-0.0967817161558957,0.621443732406164,0.00951495280538644
79,"ranFile079.csv",0.154634551873268,0.160863911242467,0.0253721407423785
80,"ranFile080.csv",0.0259576037016892,0.823830643998118,0.000832564883297314
81,"ranFile081.csv",0.246194817497969,0.242965515745902,0.0749033079136707
82,"ranFile082.csv",0.295452085211017,0.225172784945384,0.0632679847046797
83,"ranFile083.csv",0.0355000490981297,0.790846305207263,0.0010262669172919
84,"ranFile084.csv",0.0824177843204221,0.565688657504699,0.0061480099963912
85,"ranFile085.csv",0.0204579274903031,0.860432194638225,0.000379234820451092
86,"ranFile086.csv",0.0512400449863771,0.613664770836374,0.00328320413381435
87,"ranFile087.csv",-0.00921289686693886,0.932876497551614,8.39485160552997e-05
88,"ranFile088.csv",-0.109190881039731,0.432350409914656,0.0118988607147035
89,"ranFile089.csv",-0.0925936089769284,0.862886787584689,0.004564590915785
90,"ranFile090.csv",0.0990271217041294,0.366743099329678,0.0104565415560011
91,"ranFile091.csv",-0.151359112709285,0.308594526177554,0.0172714985444417
92,"ranFile092.csv",0.243351907564713,0.0278204339804812,0.0538009627797378
93,"ranFile093.csv",0.912910379068095,0.014310395999253,0.97158399543515
94,"ranFile094.csv",-0.02790198750665,0.79855100372009,0.000761552584403718
95,"ranFile095.csv",-0.00255696846541676,0.986182579593363,7.22663399651129e-06
96,"ranFile096.csv",-0.250595649104683,0.243495349859579,0.0586437161486704
97,"ranFile097.csv",0.00506278581744137,0.960847135609999,2.69252722481892e-05
98,"ranFile098.csv",-0.193745556767001,0.112882491650786,0.0485476969270261
99,"ranFile099.csv",0.0506775708199716,0.670569807438599,0.00230221762082916
100,"ranFile100.csv",-0.175247192890639,0.448883575789015,0.0362999275741529
